Source URL,Destination URL,Anchor,Section heading,Link type,Destination status (old site),Destination survives,Final disposition,Replacement URL,Reason
https://insertshub.com/,https://insertshub.com/product/mini-cupcake-inserts/,,Custom Cardboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/mini-cupcake-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/mini-cupcake-inserts/,Mini Cupcake Inserts,Custom Cardboard Inserts,page-body,200,yes,preserved,https://insertshub.com/product/mini-cupcake-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/candy-box-inserts/,,Mini Cupcake Inserts,page-body,200,yes,preserved,https://insertshub.com/product/candy-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/candy-box-inserts/,Candy Box Inserts,Mini Cupcake Inserts,page-body,200,yes,preserved,https://insertshub.com/product/candy-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/mailer-box-inserts/,,Candy Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/mailer-box-inserts/,Mailer Box Inserts,Candy Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/mailer-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/candle-boxes-with-inserts/,,Mailer Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/candle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/candle-boxes-with-inserts/,Candle Boxes With Inserts,Mailer Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/candle-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/box-divider-inserts/,,Candle Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/box-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/box-divider-inserts/,Box Divider Inserts,Candle Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/box-divider-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cardboard-box-inserts/,,Box Divider Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cardboard-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cardboard-box-inserts/,Cardboard Box Inserts,Box Divider Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cardboard-box-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cupcake-boxes-with-inserts/,,Cardboard Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cupcake-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/cupcake-boxes-with-inserts/,Cupcake Boxes With Inserts,Cardboard Box Inserts,page-body,200,yes,preserved,https://insertshub.com/product/cupcake-boxes-with-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-kraft-paper-inserts/,,Cupcake Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-kraft-paper-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://insertshub.com/product/custom-kraft-paper-inserts/,Custom Kraft Paper Inserts,Cupcake Boxes With Inserts,page-body,200,yes,preserved,https://insertshub.com/product/custom-kraft-paper-inserts/,Destination page exists in the Astro build at the same URL.
https://insertshub.com/,https://betwin360casino.it/,betwin360,Custom Kraft Paper Inserts,page-body,200,no,removed,,Injected gambling-spam outbound link (malware). Excluded from the clean build.
https://insertshub.com/,https://roman-peschanoe.ru/,7 казино,Custom Kraft Paper Inserts,page-body,200,no,removed,,Injected gambling-spam outbound link (malware). Excluded from the clean build.
https://insertshub.com/about-us-2/,https://capitancooks.co.uk,captain cooks casino uk,,page-body,200,no,removed,,Injected gambling-spam outbound link (malware). Excluded from the clean build.
https://insertshub.com/about-us-2/,https://chickenroadsgioco.it/it-it/,Chicken road,,page-body,200,no,removed,,Injected gambling-spam outbound link (malware). Excluded from the clean build.
